dates,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
1/31/1996,163427,97365,120867,103529,141951,96758,92652,89050,103498,110763,167766,121337,141078,160297,109758,109427,89813,83080,154379,96362,105293,143732,84887,98351,84625,75597,130348,64576,158937,79474,73792,70438,77720,160917,162991,,62041,84385,124361,266550,98850,110570,128908,,132761,87047,126354,,110032,191367,
2/29/1996,163201,97390,120591,103634,141693,96697,92765,89371,103656,110979,167447,121284,141086,160297,109738,109739,89989,83286,154380,96500,105117,144204,84992,98460,84946,75753,130826,64673,158734,79639,73791,70471,77870,161049,162950,,62046,84712,124171,265448,98500,110305,129015,,132703,87452,126845,,110012,190385,
3/31/1996,163062,97421,120428,103756,141367,96635,92914,89676,103817,111172,167215,121293,141114,160423,109294,110097,90205,83448,154382,96604,105043,144593,85076,98499,85187,75882,131244,64828,158980,79791,73866,70549,78028,161324,163098,,62049,84931,124096,264469,98285,110125,129017,,132646,87413,127274,,109922,189541,
4/30/1996,162790,97547,120180,103985,140982,96536,93225,90332,104165,111573,166778,121274,141184,160642,108919,110748,90624,83769,154439,96900,104965,145381,85196,98703,85691,76176,132085,65086,159148,80091,73959,70661,78295,161802,163243,,62061,85403,123912,262425,97795,109855,129037,,132505,87472,128169,,109776,188129,
5/31/1996,162615,97688,120080,104205,140453,96443,93548,90979,104514,111967,166438,121230,141320,160880,108717,111359,91064,84030,154584,97250,105041,146070,85263,98855,85985,76434,132904,65356,159273,80319,74110,70791,78473,162442,163518,,62066,85736,123782,260077,97431,109906,128877,,132629,87259,128821,,109591,187036,
6/30/1996,162481,97804,120013,104447,140137,96402,93843,91640,104884,112413,166133,121174,141662,161128,108885,111910,91515,84268,154703,97739,105271,146755,85367,99112,86252,76696,133733,65557,159335,80524,74243,70909,78645,162954,163684,,62077,86124,123619,257446,97061,110144,128609,,132903,87281,129427,,109314,186241,
7/31/1996,162406,97895,119933,104677,139701,96371,94103,92239,105227,112886,165916,121131,142061,161500,108981,112418,91980,84480,154766,98228,105523,147418,85512,99264,86418,76957,134565,65759,159411,80677,74428,71064,78786,163441,163946,,62081,86514,123472,254864,96798,110502,128362,,133377,87313,129902,,109012,185549,
8/31/1996,162411,98009,119856,104884,140163,96415,94393,92792,105573,113348,165856,121199,142545,162004,108755,112883,92432,84713,154732,98699,105909,148104,85727,99455,86730,77231,135359,65931,159647,80852,74569,71236,78992,163829,164426,,62061,86921,123438,253124,96618,110785,128290,,133763,87337,130274,,108787,184923,
9/30/1996,162460,98160,119812,105029,140876,96447,94692,93304,105912,113751,165897,121318,142943,162486,108614,113329,92822,84975,154790,99100,106248,148763,85856,99546,87016,77498,136115,66089,159515,81010,74694,71401,79159,164257,164944,,61990,87285,123444,251789,96547,111035,128475,,134243,87394,130512,,108711,184544,
10/31/1996,162636,98334,119819,105183,142362,96534,94998,93811,106282,114231,165999,121492,143429,163069,107718,113776,93176,85303,154884,99505,106668,149388,85982,99759,87401,77733,136951,66234,159372,81281,74974,71585,79390,164669,165430,,61952,87686,123515,250498,96601,111314,128660,,134685,87419,130553,,108851,184005,
11/30/1996,162839,98549,119855,105353,143587,96636,95300,94369,106666,114766,166076,121631,144006,163628,106866,114195,93545,85623,155012,99933,107104,149999,86079,99989,87698,78039,137823,66421,159150,81639,75311,71743,79629,165189,165673,,61982,88157,123600,248981,96640,111633,128781,,135023,87721,130561,,109047,183802,
12/31/1996,163118,98782,119936,105562,144519,96771,95612,94975,107085,115339,166180,121777,144666,164230,105712,114584,93928,85917,155139,100363,107569,150606,86263,100284,88080,78361,138724,66660,159245,82060,75651,71946,79882,165705,166059,,62068,88535,123781,247733,96672,112072,128831,,135198,87886,130635,,109315,183538,
1/31/1997,163161,98801,119889,105596,144834,96871,95913,95615,107426,115898,166438,121860,145221,164349,105182,114924,94253,86141,155084,100764,107966,151203,86363,100580,88455,78674,139542,66853,158877,82251,75777,72158,80122,166131,166417,,62413,88883,124119,246942,97063,112513,128966,,135354,88213,130995,,109587,183496,
2/28/1997,163269,98796,120106,105689,144827,96978,96216,96200,107817,116445,166821,122023,145815,164580,104587,115297,94623,86295,155051,101118,108487,151699,86481,100908,88789,78905,140324,67062,159007,82324,75868,72458,80374,166464,166960,,62768,89133,124620,246281,97651,113138,128935,,135672,88145,131435,,109658,183911,
3/31/1997,163458,98778,120339,105791,144957,97139,96500,96813,108235,117041,167299,122138,146477,164743,104507,115592,95003,86477,154992,101537,109085,152238,86597,101302,89047,79140,141186,67204,158491,82298,75981,72715,80614,166653,167282,,63162,89586,125056,245212,98258,113816,128979,,136164,88184,131806,,109713,184612,
4/30/1997,163938,98908,120642,106112,144830,97358,96790,97355,108733,117598,167696,122329,147386,165289,104120,115918,95451,86697,155082,101882,109743,152872,86940,101614,89301,79353,142067,67423,158538,82340,76185,73027,80874,166956,167837,,63352,90071,125436,243927,98595,114476,129014,,136789,88291,131832,,109636,185409,
5/31/1997,164507,98995,120741,106411,144975,97629,97090,97930,109201,118122,168140,122480,148316,165918,103691,116257,95841,87001,155089,102252,110241,153605,87376,101978,89680,79631,142888,67621,158469,82472,76410,73266,81227,167301,168241,,63500,90635,125870,242969,98870,114864,129442,,137147,88961,132209,,109843,185691,
6/30/1997,165105,99122,120871,106679,144772,97879,97426,98422,109625,118551,168659,122659,148968,166624,103438,116594,96178,87315,155199,102451,110640,154284,87807,102292,90073,79920,143624,67914,158605,82626,76583,73474,81555,167841,168628,,63623,91054,126479,242570,99234,115064,129946,,137301,89427,132215,,110256,185833,
7/31/1997,165837,99251,121123,106938,144511,98154,97787,99003,110087,118937,169180,122887,149570,167258,103441,116924,96503,87656,155403,102677,111062,154866,88144,102755,90521,80243,144290,68200,158807,82844,76648,73590,81954,168372,168857,,63702,91420,127115,242247,99562,115205,130397,,137271,89962,132418,,110801,186154,
8/31/1997,166616,99428,121365,107212,142449,98289,98098,99662,110594,119414,169599,123067,150022,167929,103842,117251,96835,87980,155685,102886,111468,155433,88450,103229,90912,80552,144949,68526,158864,83003,76785,73729,82258,168847,168844,,63869,91805,127605,241377,99808,115497,130581,,137359,90340,132649,,111091,186356,
9/30/1997,167485,99609,121601,107530,139872,98453,98397,100385,111150,119988,169954,123281,150575,168690,103647,117630,97245,88300,155803,103164,111925,156059,88848,103927,91367,80872,145605,68864,159422,83173,77005,73933,82608,169238,168985,,64044,92232,128034,240403,100027,115974,130474,,137299,91120,133288,,111293,186325,
10/31/1997,168268,99857,121765,107816,136044,98554,98670,101109,111682,120435,170277,123433,151150,169486,104436,118003,97662,88520,155920,103486,112388,156793,89296,104573,91713,81225,146045,69225,159920,83207,77523,74141,82851,169699,169152,,64285,92586,128404,239848,100103,116564,130443,,137318,91903,134047,,111296,186283,
11/30/1997,169178,100081,122118,108149,133006,98753,98963,101751,112198,120804,170732,123700,151763,170280,105114,118421,98083,88734,156035,103708,112864,157577,89783,105287,92160,81519,146479,69567,160452,83093,77949,74455,83041,169903,169625,,64508,92861,128729,239701,100411,117228,130564,,137434,92285,134435,,111506,186603,
12/31/1997,170213,100319,122492,108482,130762,98976,99269,102316,112720,121135,171224,123920,152507,171251,106150,118875,98482,88950,156111,103943,113440,158350,90220,105907,92555,81812,146823,69875,160659,82916,78390,74721,83240,170130,170008,,64790,93271,128943,239391,100789,117847,130839,,137782,92844,134813,,111648,187479,
1/31/1998,171647,100791,123239,109194,129883,99290,99637,102891,113449,121559,171634,124286,153677,172740,106420,119471,99086,89252,156334,104113,114115,159180,90789,106486,92956,82245,147468,70307,161713,83048,78706,75089,83499,170518,170636,,64727,93845,128973,238418,100628,118535,131153,,138168,93048,134423,,111879,188840,
2/28/1998,173235,101244,123665,109787,129707,99581,100043,103501,114111,121926,171992,124567,154873,174271,106627,120015,99663,89574,156552,104448,114780,159921,91276,106921,93286,82733,147973,70711,162493,83319,79192,75298,83700,171252,171202,,64555,94372,128825,237354,100244,119280,131523,,138445,92879,134097,,112344,189704,
3/31/1998,174759,101690,124071,110317,129602,99809,100434,104097,114699,122258,172223,124876,156043,175838,106896,120527,100186,89866,156911,104806,115367,160649,91740,107412,93706,83257,148389,71108,163611,83716,79525,75527,83842,172006,171786,,64333,94654,128715,236905,99736,120069,131842,,138647,92765,133767,,113064,190269,
4/30/1998,176059,101813,124135,110437,129559,99943,100765,104661,115066,122602,172555,125046,156697,177035,107386,120930,100474,90150,157056,105250,115803,161181,92007,107859,94039,83662,148625,71366,163929,84025,79780,75603,83957,172484,172018,127659,64292,94776,128674,237187,99804,120848,132054,,138831,93157,134285,,114015,190213,121777
5/31/1998,177233,102018,124341,110630,129494,100057,101084,105206,115544,123084,172809,125436,157397,178214,107537,121353,100785,90452,157184,105546,116343,161821,92264,108478,94726,84078,148990,71656,164556,84352,79944,75804,84185,172583,172168,127710,64437,95162,128667,238149,99958,121524,132101,,138893,93806,134679,,114620,190807,121550
6/30/1998,178449,102226,124548,110781,129427,100149,101422,105827,116091,123625,173107,125831,158139,179427,106430,121812,101115,90783,157201,105797,116796,162463,92512,108982,95440,84464,149435,71949,165087,84660,80365,76112,84498,172622,172607,127729,64631,95722,128583,239405,100164,122260,132251,,139005,94582,135782,,115152,191499,121562
7/31/1998,179550,102525,124632,110993,129714,100247,101813,106457,116679,124183,173397,126209,159065,180532,105096,122370,101405,91126,157191,106027,117417,163413,92891,109607,96336,84805,149935,72250,165543,84981,80796,76505,84813,172658,172940,127683,64962,96350,128621,240889,100358,123070,132523,,139023,95396,136938,,115594,192032,121665
8/31/1998,180748,102752,124958,111296,130915,100494,102212,107062,117250,124621,173811,126502,160187,181673,104242,123015,101722,91385,157321,106362,118011,164457,93193,110184,96931,85139,150472,72597,166039,85319,81294,76863,85129,172796,173285,127581,65246,96828,128693,241608,100745,124097,132998,,139203,96454,138097,,116505,193132,122152
9/30/1998,182052,102967,125370,111767,132643,100785,102619,107675,117799,125032,174351,126694,161573,182927,104399,123626,102076,91582,157560,106784,118914,165643,93584,110703,97479,85483,150899,72984,166637,85682,81662,77147,85470,172967,173360,127514,65673,97309,128887,241851,101219,125160,133538,,139528,96816,138804,,117316,194551,122586
10/31/1998,183430,103033,126030,112321,134930,101130,103066,108307,118369,125504,175067,126942,162755,184265,104797,124225,102515,91833,157726,107132,119758,166739,93922,111060,97990,85861,151447,73379,167489,85952,81134,77407,85844,173031,173649,127516,65925,97786,129035,241472,101869,126204,134089,,139941,97230,139394,,118098,196940,123036
11/30/1998,184698,103066,126411,112726,136881,101308,103489,108941,118970,125955,175721,127143,163767,185840,105147,124789,102861,92167,157776,107559,120597,167743,94264,111275,98497,86152,151806,73667,168490,86270,80545,77550,86274,173274,173983,127554,66004,98211,129260,241187,102231,127063,134458,,140501,97844,140752,,118467,198151,123371
12/31/1998,185776,103071,126805,113044,138373,101407,103844,109590,119532,126385,176416,127505,164515,187106,105669,125367,103188,92559,157945,107949,121329,168800,94513,111532,98874,86417,152338,73866,169329,86627,79959,77669,86655,173386,174192,127545,65856,98621,129472,240853,102639,127860,134819,,141131,98696,141871,,118945,198736,123702
1/31/1999,187044,103291,126992,113148,139054,101468,104105,110097,119984,126695,177044,127831,164919,188903,105839,125753,103276,92939,158348,108518,122220,169828,94788,111926,99239,86470,152458,73992,169863,87021,80232,77604,86975,173412,174037,127549,65643,98884,129658,240835,103202,128593,134952,,141756,99867,143670,,119418,198094,123949
2/28/1999,188386,103777,127419,113374,139434,101600,104384,110736,120468,127096,177854,128228,165389,190791,105952,126166,103370,93365,158934,109084,123358,171181,95101,112476,99588,86647,152704,74225,170246,87427,80531,77634,87329,173330,173864,127545,65561,99202,129969,240933,103998,129404,135344,,142394,102423,144856,,119945,198080,124183
3/31/1999,189793,104444,127878,113647,139823,101782,104726,111347,121051,127481,178784,128645,165915,192970,105847,126646,103458,93813,159433,109672,124658,172612,95455,113009,100006,86825,152833,74499,170922,87787,80939,77643,87731,173382,173888,127518,65428,99573,130236,240792,104920,130408,135730,,142965,105771,146130,,120218,198516,124632
4/30/1999,191063,105186,128604,114125,140338,102023,105077,112112,121770,127953,179838,129227,166913,195026,105783,127296,103754,94201,159899,110264,126017,174214,95726,113677,100541,87227,153215,74855,171936,88192,81351,77834,88246,173565,174160,127514,65535,100062,130549,240331,105772,131755,136453,,143608,108204,146564,,120559,199850,125112
5/31/1999,192388,105874,129390,114611,140773,102249,105365,112830,122456,128313,181003,129767,167729,197053,105833,127966,104090,94511,160285,110793,127346,175758,96053,114188,100906,87555,153563,75173,173106,88524,81560,78012,88637,173341,174634,127466,65573,100362,130586,239500,106626,133199,137204,,144321,109236,147070,,121165,201377,125665
6/30/1999,193954,106556,130230,115270,141528,102519,105630,113644,123157,128663,182165,130447,168847,199032,106385,128828,104507,94822,160735,111348,128837,177640,96318,114755,101285,87895,153871,75519,174195,88900,81445,78210,89002,173110,175230,127394,65685,100487,130612,238266,107607,134766,138280,,145084,109574,147443,,121950,202865,126120
7/31/1999,195614,107209,131345,115957,142339,102793,105910,114431,123884,129036,183450,131071,169742,201376,106921,129621,104955,95130,161248,111849,130105,179388,96546,115169,101559,88204,154175,75882,175322,89211,81505,78426,89278,172969,176358,127366,65781,100637,130437,237013,108733,136166,139419,,145924,109696,147404,,122859,204728,126514
8/31/1999,197089,107766,132239,116572,143126,103043,106244,115222,124554,129409,184518,131679,170711,203159,106420,130380,105369,95608,161749,112299,131084,180896,96817,115575,101955,88524,154482,76169,176313,89577,81412,78589,89606,173451,177332,127581,65806,100927,130419,236572,109684,137310,140450,,146605,110255,147627,,123516,206526,126545
9/30/1999,198414,108227,133123,117009,143650,103306,106592,115968,125237,129808,185530,132309,171482,205017,105573,131029,105670,96096,162263,112697,131814,182038,97091,115898,102315,88817,155149,76411,177289,89923,81483,78731,89931,173898,178222,127807,65772,101251,130369,236640,110341,138296,141317,,147238,110896,147787,,124269,208270,126619
10/31/1999,199968,108764,133743,117390,144289,103548,106953,116693,125899,130158,186445,132976,172558,206496,104138,131657,105910,96491,162872,113141,132690,183274,97391,116282,102580,89117,155762,76626,178222,90440,81670,78839,90272,174388,178761,128065,65718,101614,130497,237244,110857,139185,142108,,147789,111973,148668,,125005,209716,126565
11/30/1999,201850,109353,134437,117906,145072,103869,107330,117425,126580,130587,187692,133699,173701,208220,103128,132290,106228,96755,163704,113758,133990,184781,97755,116779,102921,89489,156480,76950,179320,91007,82152,78970,90654,174787,179432,128159,65805,101945,130709,238155,111703,140651,143369,,148389,112877,149099,,125944,211705,126953
12/31/1999,203926,109945,135062,118471,145916,104252,107794,118162,127232,131042,189071,134404,174749,210325,101848,132845,106543,97062,164497,114448,135377,186411,98103,117342,103325,89867,156790,77338,180638,91396,82598,79151,91080,175363,180128,128349,65933,102250,131009,239446,112631,142259,144719,,148986,113474,149572,,126848,214275,127359
1/31/2000,205949,110331,135672,119068,146934,104685,108331,119031,127856,131498,190588,135169,175704,212373,101305,133563,106865,97528,165213,115144,136723,188151,98383,117862,103852,90251,157199,77687,181992,91763,82780,79346,91520,175906,180982,128454,66216,102352,131352,241286,113741,144195,146319,,149648,114129,149772,,127772,217444,128034
2/29/2000,207883,110610,136538,119672,147952,105195,108865,119800,128594,132037,192003,136068,176671,214761,101220,134292,107191,98001,165673,115616,137988,189908,98643,118432,104418,90543,157696,77938,183627,92132,82912,79658,91826,176457,181695,128569,66536,102565,131554,242650,114830,145842,147786,,150369,113961,149911,,128549,220099,128511
3/31/2000,209868,110779,137544,120352,148976,105694,109307,120627,129387,132581,193412,136943,177606,216841,101238,135075,107518,98468,166210,116083,139121,191631,98911,118967,104896,90835,158402,78239,185161,92685,83053,79981,92107,176908,182468,128736,66899,102809,131731,244252,115906,147493,149348,,151132,113244,149798,,129418,222360,128740
4/30/2000,211997,110965,138677,121084,149886,106181,109770,121380,130266,133174,194811,137755,178528,218999,100963,135807,107866,98988,166719,116386,140417,193525,99298,119528,105324,91113,159160,78565,186562,93112,83224,80349,92312,177471,183271,128930,67112,103200,131871,245383,116865,148583,150816,,151933,112552,149606,,130194,224018,128883
5/31/2000,214313,111002,139672,121778,150774,106657,110313,122219,131085,133719,196149,138455,179543,221165,100793,136547,108154,99558,167436,116868,141665,195420,99642,119977,105665,91423,159728,78964,187515,93535,83563,80572,92642,179084,184059,129146,67257,103367,132276,246885,117606,149699,152163,,152739,112466,149624,,131030,225604,129418
6/30/2000,216720,111037,140643,122413,151626,107100,110900,123001,131897,134259,197559,139098,180341,223380,100801,137098,108395,100112,168116,117343,143004,197358,100032,120440,106043,91722,160244,79294,188547,93878,84025,80749,92974,180482,184709,129358,67437,103519,132746,248415,118342,150739,153053,,153559,112731,149759,,131736,227609,130056
7/31/2000,219205,111031,141380,123019,152426,107536,111398,123854,132678,134749,198984,139873,181238,225671,101111,137704,108646,100689,168847,117927,144407,199228,100347,120847,106384,92063,160635,79634,189723,94263,84372,80877,93406,181821,185055,129705,67628,103604,133203,249780,119028,152210,153871,,154379,113022,150316,,132440,229330,130602
8/31/2000,221857,111214,142059,123637,153345,107911,111845,124653,133515,135207,200624,140775,181901,228453,101651,138271,108881,101293,169449,118500,146332,201356,100669,121360,106751,92462,161080,79943,190948,94566,84732,81114,93834,182057,185530,129797,67916,103812,133569,251286,119911,153904,154598,,155167,113135,150896,,133232,230700,131073
9/30/2000,224601,111457,142705,124331,154331,108302,112285,125401,134353,135655,202321,141741,182593,231452,102129,138984,109185,101906,170123,119067,148160,203683,100968,121934,107188,92909,161393,80236,192174,94924,85030,81410,94248,182524,186206,129887,68177,104005,133866,252574,120939,155681,155560,,155913,113651,151908,,134107,231579,131664
10/31/2000,227256,111704,143479,125071,155341,108720,112712,126113,135223,136125,204015,142674,183111,234528,102762,139639,109449,102563,170914,119628,149984,206038,101287,122500,107735,93319,161762,80534,193346,95306,85517,81753,94670,182954,187005,129860,68508,104202,134153,253949,122017,157775,156507,,156616,113863,152648,,135100,231554,132500
11/30/2000,229900,111995,144434,125868,156383,109214,113151,126901,136102,136672,205610,143648,183745,237420,103378,140288,109775,103287,171739,120120,151392,208322,101619,123042,108313,93756,162163,80888,194629,95649,85992,82211,95029,183535,187856,130102,68974,104464,134454,254801,123120,159611,157581,,157452,113908,153509,,135998,231852,132797
12/31/2000,232571,112313,145446,126690,157475,109742,113571,127719,137070,137229,207183,144688,184513,240384,104048,140966,110165,103948,172641,120618,153077,210574,102045,123476,108918,94222,162722,81290,195922,96092,86615,82701,95433,184092,188639,130401,69566,104715,134762,255757,124303,161493,158829,,158182,113984,154467,,136895,232047,133089
1/31/2001,235138,112531,146486,127543,158521,110264,113988,128443,138059,137826,208792,145781,185437,243350,104525,141665,110661,104449,173412,121083,154669,212958,102560,124027,109563,94808,163387,81740,197339,96462,87123,83284,95938,184655,189537,130837,70224,105171,135279,256694,125584,163146,160263,,159003,113996,155975,,137643,233057,133154
2/28/2001,237801,112521,147324,128430,159435,110729,114363,129073,138881,138244,210609,146716,186313,246172,104631,142363,111031,104855,174309,121664,156238,215078,102965,124482,110087,95324,163928,82154,198659,96877,87466,83588,96611,185065,190620,131342,70517,105415,135735,257711,126725,165148,161663,137260,159672,113870,158427,,138589,234188,133739
3/31/2001,240583,112356,148157,129329,160364,111219,114769,129670,139600,138624,212445,147699,187133,249056,104752,143009,111380,105392,175170,122257,157906,217081,103326,124979,110615,95835,164467,82501,199999,97186,87714,83857,97321,185336,191647,131793,70761,105627,136413,258566,127812,167059,163195,137898,160444,114046,161668,,139541,235977,134294
4/30/2001,243522,112258,148968,130244,161355,111721,115161,130277,140222,138927,214417,148649,187884,252027,104944,143618,111643,106019,176241,122964,159634,218832,103576,125295,111072,96252,164860,82799,201430,97525,87987,83993,97968,185533,192591,132238,70897,105705,136949,259688,128736,169188,164797,138019,161131,114491,164885,,140583,238129,134987
5/31/2001,246161,112344,149874,131184,162480,112172,115524,130897,140929,139264,216351,149725,188533,255036,105199,144229,111940,106682,177185,123581,161222,220561,103830,125712,111372,96703,165313,83058,202949,97846,88299,84289,98648,185329,193496,132637,71236,105979,137415,261259,129975,171484,166410,138434,161863,115341,167726,,141500,240036,135854
6/30/2001,248489,112450,150794,132144,163550,112608,115830,131437,141595,139585,218336,150729,189243,258211,105344,144822,112194,107331,178229,124198,162762,222062,104066,126119,111689,97154,165752,83336,204381,98201,88598,84571,99275,185289,194535,133311,71501,106354,137667,262944,131179,173779,168092,138661,162543,115690,170103,,142420,241453,136747
7/31/2001,250552,112577,151766,133180,164527,113046,116170,131961,142267,139855,220294,151757,189833,261297,105394,145362,112413,107957,179230,124779,164335,223599,104347,126574,111977,97561,166290,83584,205703,98569,88811,84877,99805,185224,195663,133926,71734,106733,138068,264605,132460,175945,169792,139144,163204,116110,172286,,143378,243062,137629
8/31/2001,252578,112624,152776,134249,165451,113534,116529,132501,142930,140191,222180,152739,190569,264551,105650,145887,112701,108513,180419,125357,165966,225150,104599,126905,112611,97884,166926,83885,207550,98993,89119,85129,100276,185663,196876,134592,71944,107026,138564,265761,133538,177819,171735,139680,163931,116220,173876,,144217,245232,138014
9/30/2001,254648,112728,153779,135378,166455,114016,116885,133117,143571,140513,224156,153778,191249,267375,105863,146461,112979,109057,181644,125944,167702,226547,104872,127200,113147,98150,167519,84196,209545,99420,89365,85338,100692,186018,198104,135116,72159,107293,139101,266952,134679,179758,173617,140062,164768,116190,175057,,145055,247754,138338
10/31/2001,256819,112850,154865,136518,167533,114494,117223,133686,144179,140863,226271,154835,192058,270332,106196,147108,113286,109622,182844,126490,169475,227746,105172,127509,113651,98415,168106,84505,211607,99772,89708,85465,101135,186492,199304,135555,72377,107528,139577,268162,135818,181443,175944,140397,165696,116338,176039,,145891,250558,138654
11/30/2001,258968,112938,155985,137641,168625,115044,117533,134187,144745,141089,228414,155997,192774,273206,106332,147827,113502,110228,184141,127076,171186,228697,105421,127809,113970,98665,168610,84736,213137,100105,89891,85539,101362,186718,200278,135942,72491,107768,139909,269606,137110,183219,178114,140848,166614,116687,177243,,147018,252924,139280
12/31/2001,261129,113023,157160,138737,169581,115581,117823,134637,145280,141281,230537,157145,193713,276011,106576,148485,113654,110877,185485,127662,172504,229568,105584,128134,114237,98904,169233,84937,214587,100449,90021,85588,101631,186842,201380,136198,72564,108025,140283,271371,138285,185011,180489,141448,167578,117061,178528,,148156,255482,140023
1/31/2002,263324,113132,158353,139810,170477,116154,118093,135152,145777,141442,232677,158330,194449,278695,106589,149075,113779,111543,187043,128296,173724,230129,105676,128343,114406,99090,169856,85138,216042,100741,90134,85694,101845,186899,202378,136518,72612,108298,140488,272717,139521,186888,182530,142185,168510,117140,179647,,149385,257838,140819
2/28/2002,265696,113369,159530,140836,171414,116722,118365,135683,146319,141638,234924,159548,195231,281186,106695,149602,113967,112244,188603,128920,174907,230785,105849,128492,114708,99323,170523,85410,217779,100994,90274,85895,102122,186875,203372,136821,72813,108608,140807,274419,140839,188616,184721,142738,169501,117463,180284,,150451,260607,141357
3/31/2002,268140,113714,160586,141847,172522,117343,118664,136235,146822,141863,237272,160769,195839,283858,106679,150205,114181,112846,190277,129489,176122,231490,106008,128636,115096,99546,171103,85658,219588,101216,90425,86130,102464,187089,204270,137305,73057,108929,141025,276026,142320,190208,186829,142903,170517,117693,180640,,151579,262874,141887
4/30/2002,270782,114131,161677,142875,173475,117983,118959,136688,147341,142044,239603,162041,196377,286513,106752,150808,114363,113399,191948,130032,177224,232278,106188,128875,115651,99792,171680,85908,221474,101602,90469,86373,102920,187206,205362,137705,73311,109246,141183,278051,144031,192105,189177,143286,171549,118057,181180,,152692,265371,142273
5/31/2002,273613,114553,162785,143948,174477,118612,119262,137032,147819,142276,241981,163236,196772,289377,106827,151384,114552,113906,193834,130515,178581,233114,106410,129157,116610,99993,172340,86138,223465,102060,90615,86610,102995,187204,206348,138148,73483,109597,141336,279512,145387,193712,191768,143915,172513,118319,181595,,153697,268075,141545
6/30/2002,276925,115038,163995,145058,175427,119229,119556,137376,148308,142488,244462,164558,197149,292390,107005,152033,114757,114446,195708,131000,179866,233841,106658,129404,117340,100209,173076,86394,225665,102560,90809,86882,102989,187086,207217,138213,73663,109925,141611,281177,146768,195594,194500,144788,173566,118857,181923,,154693,271220,140641
7/31/2002,280677,115514,165243,146162,176612,119872,119864,137671,148759,142766,247105,165815,197706,295837,107155,152694,114994,114999,197702,131436,181198,234538,106920,129659,118062,100462,173790,86671,227985,102941,91191,87168,102839,187036,207968,138389,73864,110230,141926,283498,147994,197399,197390,145409,174671,119279,181969,,155588,274203,139877
8/31/2002,284655,116006,166532,147323,177748,120643,120148,138012,149143,142978,250191,167163,198286,299195,107177,153440,115173,115522,199691,131930,182267,234918,107154,129936,117936,100740,174305,86925,230095,103251,91408,87434,102835,187026,208920,138624,74136,110536,142198,286500,149338,199654,200900,145839,175872,119658,182508,,156388,276952,140197
9/30/2002,288562,116423,167805,148457,178830,121429,120438,138288,149532,143190,253571,168495,198925,302746,107219,154029,115360,116100,201690,132434,183379,235415,107390,130229,118024,101017,174858,87180,231878,103488,91697,87716,102775,186894,209926,139069,74421,110867,142467,290304,150615,201848,205079,146476,176942,120033,183063,,157021,279924,140839
10/31/2002,292505,116806,169043,149659,179866,122264,120747,138617,149934,143380,257150,169904,199569,306658,107318,154705,115571,116698,203718,133036,184485,235953,107616,130522,118079,101280,175427,87438,234173,103781,91892,88080,102750,186559,211361,139497,74803,111281,142821,293507,151871,204211,208873,147123,178094,120159,183699,,157604,283155,141262
11/30/2002,296688,117200,170347,150883,180803,122988,121112,138965,150328,143589,260654,171330,200334,310719,107525,155409,115810,117299,205745,133700,185744,236465,107841,130840,118530,101552,176221,87726,236725,104141,92177,88451,103360,186419,212963,139872,75026,111658,143237,296799,153203,206527,212219,147835,179221,120387,184371,,158539,287651,141684
12/31/2002,301003,117585,171766,152281,181913,123776,121489,139338,150652,143801,264161,172776,200851,314678,107711,156262,116071,117825,207965,134419,187194,236722,108099,131174,118989,101805,177000,87994,239350,104521,92425,88826,103912,186288,214727,140172,75211,112062,143521,299752,154608,208958,214960,148413,180509,120738,185129,,159586,292618,141929
1/31/2003,305148,117860,173178,153737,182991,124578,121859,139679,151003,144031,267652,174218,201556,318077,107818,157139,116283,118358,210207,135128,188703,236946,108346,131530,119480,102050,177892,88212,241755,104942,92620,89059,104491,186272,216468,140538,75287,112445,143786,303489,155926,211313,218081,148862,181945,121523,186117,,160712,297197,142404
2/28/2003,308946,117946,174643,155282,184205,125402,122221,140080,151356,144267,271053,175708,202320,321477,107923,157993,116533,118973,212557,135814,190119,237219,108663,131953,119902,102316,178717,88419,243962,105367,92851,89328,104706,186352,218131,140812,75564,112870,144055,307262,157120,213698,221305,149531,183627,122321,186659,,161702,301063,142915
3/31/2003,312754,117930,176360,156805,185261,126211,122555,140358,151767,144522,274327,177197,203403,324828,108030,158765,116755,119613,214976,136597,191471,237644,108997,132342,120210,102602,179548,88676,246332,105773,93119,89576,104641,186307,219451,141091,75851,113287,144164,311534,158223,216207,224914,150266,185366,122710,187202,,162717,304580,143323
4/30/2003,316578,117969,177968,158330,186437,127019,122915,140755,152091,144755,277519,178709,204432,328270,108285,159532,117025,120256,217338,137307,192679,237918,109402,132703,120294,102914,180312,88979,248630,106079,93480,89893,104273,186405,220684,141363,76237,113708,144615,315271,159367,218317,228375,151301,186999,122975,187572,,163625,308505,143772
